age,attrition,businesstravel,dailyrate,distancefromhome,education,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
35,no,travel_rarely,351.52,28,3,163,2,M,4,2,laboratory technician,3,,2839.17,7381.83,1,desconocido,17,,4,part time,2,,3,2,10,6,8,1988,34070.0,yes
35,yes,,556.26,12,4,164,4,M,3,2,sales executive,4,,4492.84,11681.39,3,desconocido,24,4,1,part time,0,13,2,4,11,6,7,1988,53914.11,yes
34,no,travel_rarely,302.2,19,3,165,2,F,2,1,research scientist,4,married,2440.83,6346.17,1,no,12,3,2,full time,0,10,3,3,10,8,7,1989,29290.0,yes
43,no,,556.26,2,3,166,4,M,3,2,sales executive,4,,4492.84,11681.39,1,yes,17,3,1,part time,1,10,3,3,10,8,8,1980,53914.11,no
58,no,non-travel,1582.77,2,3,167,2,M,3,4,manager,2,divorced,12783.92,33238.2,4,no,22,4,4,full time,1,37,0,2,16,14,14,1965,153407.07,yes
36,no,travel_rarely,556.26,14,4,168,14,F,2,2,sales executive,3,married,4492.84,11681.39,1,yes,13,3,1,part time,1,10,4,3,10,1,7,1987,53914.11,no
43,no,travel_rarely,1032.49,11,3,169,1,M,3,3,healthcare representative,3,married,8339.32,21682.23,1,desconocido,17,3,2,part time,1,10,1,3,10,0,9,1980,100071.84,yes
55,no,,1973.98,26,4,170,3,M,4,5,manager,2,married,4492.84,41453.67,4,yes,18,3,1,full time,1,35,0,3,10,1,4,1968,191324.62,yes
42,no,,556.26,23,2,171,4,M,2,2,research scientist,3,single,4492.84,11681.39,1,desconocido,12,3,4,,0,20,2,3,20,3,7,1981,53914.11,yes
40,no,,556.26,11,3,172,4,F,3,2,laboratory technician,3,married,4492.84,11681.39,1,desconocido,11,,1,,1,10,2,4,10,9,4,1983,53914.11,yes
56,yes,,290.04,7,2,173,4,M,3,1,laboratory technician,3,married,4492.84,6090.75,8,no,11,3,4,part time,1,14,4,1,10,9,8,1967,28111.13,yes
39,no,travel_rarely,1241.29,33,1,174,33,F,2,4,sales executive,4,,10025.83,26067.17,0,desconocido,11,3,1,full time,1,,2,2,20,9,6,1984,120310.0,yes
53,no,travel_rarely,1591.67,2,4,175,1,F,2,4,manager,4,married,12855.83,33425.17,2,no,16,3,3,full time,0,,3,3,25,3,7,1970,154270.0,yes
27,no,travel_frequently,1032.49,8,3,176,4,M,3,3,sales executive,3,single,8339.32,21682.23,1,no,15,3,4,,0,9,0,3,9,1,7,1996,53914.11,no
30,no,travel_frequently,556.26,1,2,177,3,F,3,2,laboratory technician,4,,4492.84,11681.39,1,desconocido,23,4,4,part time,0,12,2,,12,3,7,1993,53914.11,yes
35,no,,1032.49,18,5,178,2,M,3,3,sales executive,1,married,8339.32,21682.23,1,desconocido,22,4,4,,1,9,3,2,9,1,8,1988,53914.11,yes
32,no,travel_rarely,635.76,1,3,179,1,M,3,2,manufacturing director,4,married,5135.0,13351.0,1,yes,22,4,2,,1,9,3,3,9,7,8,1991,61620.0,yes
30,no,travel_rarely,528.87,1,1,180,4,M,2,2,laboratory technician,4,married,4271.67,11106.33,1,desconocido,12,3,3,part time,2,,1,,10,3,0,1993,51260.0,no
46,yes,,992.44,9,2,181,3,M,2,3,sales executive,4,,8015.83,20841.17,1,no,16,3,4,part time,0,9,3,3,9,4,7,1977,96190.0,no
30,no,travel_rarely,556.26,4,2,182,3,F,2,2,sales executive,2,,4492.84,11681.39,1,yes,12,3,2,part time,3,11,4,2,11,2,7,1993,53914.11,no
32,no,,516.9,6,4,183,2,M,3,2,sales executive,3,single,4175.0,10855.0,1,no,16,3,1,,0,12,0,3,11,5,7,1991,53914.11,yes
35,no,travel_rarely,1032.49,37,5,184,3,M,3,3,sales executive,2,married,8339.32,21682.23,1,desconocido,13,3,1,part time,2,,3,3,10,0,6,1988,100071.84,no
32,no,,1032.49,8,3,185,2,F,3,3,sales executive,4,single,8339.32,21682.23,1,desconocido,14,3,4,part time,0,9,2,3,9,3,7,1991,100071.84,yes
41,no,travel_rarely,290.04,34,3,186,1,M,3,1,research scientist,3,divorced,4492.84,6090.75,4,no,12,3,1,part time,1,,2,3,9,1,8,1982,28111.13,yes
40,no,travel_rarely,1963.72,4,1,187,4,F,3,5,manager,3,,15860.83,41238.17,1,no,14,3,2,full time,1,21,2,3,20,9,9,1983,190330.0,no
45,no,,1582.77,2,2,188,1,M,2,4,manager,4,married,12783.92,33238.2,9,no,23,4,4,,1,22,1,3,20,11,8,1978,53914.11,yes
32,yes,travel_rarely,1073.02,4,4,189,4,M,1,3,sales executive,4,married,8666.67,22533.33,1,no,11,3,3,full time,0,14,2,2,14,9,8,1991,104000.0,no
30,no,non-travel,1032.49,1,1,190,3,M,2,3,manufacturing director,3,,8339.32,21682.23,1,no,22,4,3,part time,0,,2,3,11,5,8,1993,100071.84,yes
37,no,,1032.49,11,3,191,2,M,3,3,research director,4,,4492.84,21682.23,1,desconocido,14,3,3,part time,3,,1,3,10,0,7,1986,100071.84,yes
37,no,,288.17,4,4,192,1,M,3,1,sales representative,4,divorced,2327.5,6051.5,4,no,17,3,3,,1,13,2,3,9,5,8,1986,53914.11,no
40,no,,556.26,24,2,193,1,M,3,2,research scientist,4,,4492.84,11681.39,1,no,17,3,1,,2,,3,3,9,4,7,1983,53914.11,no
36,no,non-travel,585.41,24,4,194,2,F,3,2,laboratory technician,2,married,4728.33,12293.67,7,desconocido,15,3,3,full time,1,11,3,3,9,0,8,1987,56740.0,yes
32,no,travel_rarely,556.26,7,3,195,4,M,2,2,sales executive,3,married,4492.84,11681.39,1,desconocido,14,3,3,part time,1,13,3,2,13,4,8,1991,53914.11,yes
38,no,,1032.49,25,2,196,1,F,2,3,research director,2,,4492.84,21682.23,3,desconocido,17,3,3,part time,1,,2,3,10,0,1,1985,100071.84,yes
30,no,travel_rarely,556.26,28,2,197,4,F,3,2,research scientist,4,married,4492.84,11681.39,1,no,13,3,4,part time,2,11,2,3,10,1,9,1993,53914.11,yes
39,no,,1980.64,1,1,198,2,M,3,5,manager,3,,4492.84,41593.5,1,desconocido,14,3,3,full time,1,21,3,3,21,1,6,1984,191970.0,yes
60,no,,1973.98,7,3,199,1,F,3,5,manager,1,,15943.72,41453.67,5,no,11,3,4,full time,0,33,5,1,29,11,10,1963,191324.62,yes
30,no,,867.9,22,4,200,3,F,3,3,sales executive,1,,7010.0,18226.0,0,desconocido,11,3,3,part time,0,10,3,3,9,7,8,1993,84120.0,yes
31,no,travel_rarely,1032.49,9,1,201,3,M,3,3,manufacturing director,2,divorced,8339.32,21682.23,1,no,25,4,4,part time,1,,6,4,13,0,8,1992,100071.84,yes
33,yes,,345.43,3,3,202,1,M,3,1,research scientist,1,single,2790.0,7254.0,1,yes,11,3,1,full time,0,,3,3,10,9,7,1990,33480.0,no
50,no,,290.04,28,1,203,4,M,4,1,laboratory technician,3,married,2342.59,6090.75,1,yes,11,,3,,3,20,3,3,20,3,8,1973,53914.11,yes
32,no,,547.75,24,4,204,1,M,3,2,laboratory technician,4,,4424.17,11502.83,1,no,15,,4,part time,2,10,2,3,10,4,7,1991,53090.0,yes
42,no,,556.26,29,3,205,2,M,3,2,manufacturing director,2,,4492.84,11681.39,1,desconocido,13,3,4,,1,10,3,2,9,7,8,1981,53914.11,yes
49,yes,,789.7,11,3,206,3,F,3,3,sales executive,4,married,6378.33,16583.67,1,no,18,3,1,part time,2,,3,4,9,7,7,1974,76540.0,no
27,no,,1321.46,5,1,207,3,M,2,3,research director,4,divorced,10673.33,27750.67,1,desconocido,16,3,2,full time,1,,3,3,9,0,8,1996,128080.0,yes
33,no,travel_rarely,556.26,1,3,208,1,M,4,2,sales executive,1,divorced,4492.84,11681.39,1,desconocido,22,,1,part time,1,9,5,3,9,0,8,1990,53914.11,yes
52,no,,1582.77,26,4,209,3,F,2,4,manufacturing director,4,married,12783.92,33238.2,3,no,22,4,3,full time,0,31,3,3,9,0,0,1971,153407.07,no
32,no,,556.26,5,2,210,2,M,3,2,sales executive,2,,4492.84,11681.39,1,no,14,3,4,part time,1,10,3,3,10,5,3,1991,53914.11,yes
36,no,,679.51,14,1,211,3,M,3,2,healthcare representative,4,,5488.33,14269.67,0,desconocido,17,3,1,full time,1,,2,2,16,4,11,1987,65860.0,no
31,no,non-travel,556.26,20,2,212,4,F,3,2,sales executive,3,,4492.84,11681.39,1,desconocido,13,3,4,,1,,2,2,9,0,0,1992,53914.11,no
36,no,travel_rarely,259.9,2,4,213,3,M,3,1,laboratory technician,3,single,2099.17,5457.83,4,no,21,4,3,part time,0,,6,3,11,3,9,1987,25190.0,yes
52,no,,1764.18,1,2,214,4,M,3,4,manager,4,married,4492.84,37047.83,2,desconocido,15,3,2,full time,1,26,2,,9,7,8,1971,170990.0,yes
33,no,non-travel,1582.77,17,3,215,4,M,3,4,manager,3,single,12783.92,33238.2,1,desconocido,11,3,4,full time,0,10,2,3,10,6,0,1990,153407.07,no
45,no,non-travel,556.26,23,2,216,4,M,3,2,laboratory technician,1,,4492.84,11681.39,1,yes,15,3,3,part time,1,9,2,3,9,0,8,1978,53914.11,yes
36,no,travel_rarely,1032.49,12,5,217,4,F,2,3,manufacturing director,4,,8339.32,21682.23,0,desconocido,11,3,2,part time,0,15,2,2,14,7,8,1987,100071.84,yes
49,no,,1353.65,8,4,218,4,M,2,4,sales executive,2,,10933.33,28426.67,6,desconocido,17,3,2,full time,1,22,3,3,9,2,3,1974,131200.0,no
29,yes,,1032.49,23,1,219,4,F,2,3,sales executive,1,,8339.32,21682.23,1,desconocido,13,,1,part time,1,11,3,1,11,3,10,1994,100071.84,yes
29,no,,323.04,6,1,220,2,F,3,1,laboratory technician,4,married,2609.17,6783.83,1,desconocido,13,3,1,,1,,5,3,10,0,8,1994,53914.11,no
37,no,,556.26,1,3,221,4,F,2,2,manufacturing director,4,married,4492.84,11681.39,1,desconocido,13,3,2,part time,1,14,2,2,14,3,11,1986,53914.11,yes
33,no,travel_rarely,1032.49,10,5,222,4,M,4,3,sales executive,3,,4492.84,21682.23,0,desconocido,14,3,4,part time,2,,3,3,9,0,8,1990,100071.84,yes
34,no,travel_frequently,458.51,19,3,223,3,F,3,2,laboratory technician,2,divorced,4492.84,9628.67,4,no,13,3,3,part time,2,15,2,4,11,5,10,1989,44440.0,yes
28,no,non-travel,688.59,1,3,224,3,F,1,2,laboratory technician,4,married,5561.67,14460.33,0,no,11,3,1,,3,10,6,3,9,7,5,1995,53914.11,yes
31,no,non-travel,1016.48,2,4,225,4,F,3,3,sales executive,3,,4492.84,21346.0,1,yes,19,3,1,part time,1,10,5,2,10,9,6,1992,98520.0,yes
42,no,non-travel,1842.8,2,1,226,3,M,3,4,manager,3,,14884.17,38698.83,0,yes,13,,4,full time,0,21,3,2,20,2,10,1981,178610.0,no
40,no,travel_rarely,556.26,2,3,227,3,M,3,2,research scientist,4,single,4492.84,11681.39,1,desconocido,13,3,3,part time,0,9,4,3,9,8,8,1983,53914.11,yes
34,no,,556.26,15,2,228,3,F,3,2,sales executive,1,single,4492.84,11681.39,1,desconocido,12,3,4,,0,,6,4,10,9,6,1989,53914.11,yes
58,no,travel_rarely,1973.98,1,3,229,4,F,3,5,research director,1,,4492.84,41453.67,3,desconocido,21,4,3,full time,1,,3,3,9,1,5,1965,191324.62,no
31,yes,travel_frequently,768.24,1,5,230,3,F,4,3,manufacturing director,2,,6205.0,16133.0,1,desconocido,11,3,1,,0,,2,3,10,4,7,1992,53914.11,yes
40,no,non-travel,1419.37,8,1,231,4,M,2,3,research director,2,,11464.17,29806.83,2,no,11,3,3,full time,1,16,5,3,9,4,8,1983,137570.0,yes
53,no,,1712.49,2,3,232,4,M,4,4,research director,2,single,13831.67,35962.33,4,no,12,3,2,full time,0,35,2,2,9,8,8,1970,165980.0,yes
34,no,,1582.77,15,3,233,2,M,3,4,research director,1,,12783.92,33238.2,7,desconocido,14,3,4,full time,2,16,3,2,14,6,9,1989,153407.07,yes
35,no,travel_rarely,1032.49,16,3,234,4,F,2,3,healthcare representative,2,single,8339.32,21682.23,1,no,19,3,4,,0,,3,1,11,3,3,1988,53914.11,yes
37,no,,442.1,13,3,235,1,M,3,2,research scientist,4,married,4492.84,9284.17,1,desconocido,17,3,1,part time,0,,2,3,10,3,7,1986,42850.0,yes
42,no,travel_frequently,1044.54,2,3,236,4,M,3,3,healthcare representative,4,,4492.84,21935.33,2,yes,14,3,3,full time,1,24,3,1,20,13,9,1981,101240.0,yes
45,no,,1032.49,1,4,237,1,M,3,3,healthcare representative,2,divorced,8339.32,21682.23,1,desconocido,12,3,1,part time,3,,4,3,10,7,7,1978,100071.84,yes
30,yes,travel_rarely,1002.24,1,3,238,2,M,2,2,sales executive,1,married,4492.84,21047.0,1,no,11,3,4,full time,1,,4,3,10,6,7,1993,97140.0,yes
38,no,travel_rarely,1023.9,14,3,239,3,M,3,2,sales executive,2,married,4492.84,21502.0,0,desconocido,11,3,4,full time,1,10,3,3,9,7,7,1985,99240.0,yes
50,no,,1160.2,20,5,240,2,M,3,4,healthcare representative,3,,4492.84,24364.17,2,desconocido,15,3,3,full time,1,32,3,3,30,12,13,1973,112450.0,no
39,no,travel_rarely,316.64,3,2,241,3,M,2,2,laboratory technician,3,,2557.5,6649.5,0,desconocido,15,3,4,,1,,3,,10,0,7,1984,53914.11,yes
34,no,travel_rarely,556.26,3,3,242,4,F,3,2,research scientist,2,,4492.84,11681.39,1,no,12,3,3,part time,1,11,2,3,11,7,9,1989,53914.11,yes
54,no,travel_rarely,1582.77,22,5,243,2,F,3,4,manager,3,,4492.84,33238.2,3,desconocido,25,4,3,full time,1,36,6,3,10,4,7,1969,153407.07,yes
41,no,travel_rarely,953.44,6,3,244,4,M,3,3,sales executive,3,,7700.83,20022.17,1,no,12,3,2,part time,0,,3,3,10,8,7,1982,92410.0,no
39,no,,667.75,1,3,245,4,M,3,2,laboratory technician,4,married,5393.33,14022.67,1,desconocido,15,3,4,full time,1,,2,3,9,5,8,1984,64720.0,yes
40,no,travel_rarely,1973.98,7,4,246,2,M,3,5,manager,2,,15943.72,41453.67,1,no,14,3,2,full time,0,,3,2,21,12,8,1983,191324.62,no
33,no,,315.2,4,3,247,4,M,3,2,research scientist,2,,4492.84,6619.17,5,no,15,,4,part time,2,11,2,2,9,1,7,1990,30550.0,yes
36,no,,858.52,10,3,248,4,M,3,3,healthcare representative,1,,6934.17,18028.83,7,desconocido,13,3,4,part time,1,15,1,3,12,5,7,1987,83210.0,no
33,no,,324.28,8,4,249,4,M,4,1,research scientist,1,married,4492.84,6809.83,6,no,19,3,2,full time,1,14,1,3,10,7,6,1990,31430.0,yes
34,no,travel_rarely,556.26,8,2,250,2,M,4,2,sales executive,3,,4492.84,11681.39,1,no,21,4,3,,2,10,5,3,10,4,8,1989,53914.11,no
29,no,travel_frequently,290.04,46,1,251,4,M,3,1,laboratory technician,4,married,2342.59,6090.75,1,no,13,,2,part time,0,,3,4,11,3,10,1994,28111.13,no
46,no,travel_rarely,885.03,2,2,252,4,M,3,3,manufacturing director,4,divorced,7148.33,18585.67,3,desconocido,14,3,3,part time,1,12,4,2,9,4,7,1977,85780.0,yes
27,no,travel_rarely,556.26,23,1,253,2,F,2,2,sales representative,3,married,4492.84,11681.39,1,no,21,4,4,part time,1,,5,3,9,5,8,1996,53914.11,no
31,no,,433.02,36,3,254,2,M,3,2,laboratory technician,3,divorced,3497.5,9093.5,1,no,11,3,1,,1,10,2,3,10,0,2,1992,53914.11,no
45,no,travel_rarely,556.26,25,2,255,2,F,2,2,manufacturing director,4,,4492.84,11681.39,0,no,13,,4,,2,10,2,2,9,3,8,1978,53914.11,yes
34,no,travel_rarely,1020.19,1,3,256,1,M,3,3,sales executive,4,,8240.0,21424.0,1,no,21,4,1,part time,0,14,3,2,14,2,1,1989,98880.0,no
31,no,,556.26,1,3,257,4,M,1,2,research scientist,1,married,4492.84,11681.39,1,desconocido,21,,2,part time,0,10,6,3,10,8,7,1992,53914.11,yes
35,no,,556.26,7,4,258,3,F,3,2,sales executive,4,,4492.84,11681.39,1,yes,11,3,4,part time,0,10,2,3,10,0,9,1988,53914.11,no
39,no,travel_rarely,1376.45,15,4,259,2,M,3,4,sales executive,1,single,4492.84,28905.5,0,no,12,3,1,full time,0,21,3,3,20,11,10,1984,133410.0,no
40,no,travel_rarely,585.72,2,2,260,2,F,3,2,sales executive,2,married,4730.83,12300.17,3,no,14,3,3,,1,,4,3,11,5,10,1983,53914.11,yes
30,no,travel_rarely,290.04,1,2,261,4,M,3,1,laboratory technician,2,married,2342.59,6090.75,1,no,13,3,3,,0,12,6,2,12,1,7,1993,53914.11,no
47,no,,1032.49,1,1,262,3,F,3,3,research director,2,married,8339.32,21682.23,0,no,18,3,1,part time,2,14,3,1,13,5,12,1976,100071.84,yes
52,no,non-travel,290.04,29,4,263,1,M,3,1,sales representative,4,divorced,2342.59,6090.75,2,desconocido,15,3,2,part time,2,16,3,,9,0,0,1971,28111.13,yes
49,no,travel_frequently,556.26,8,1,264,3,M,2,2,research scientist,2,married,4492.84,11681.39,1,no,23,4,4,part time,1,10,3,3,10,1,7,1974,53914.11,yes
33,no,travel_frequently,300.13,19,4,265,19,F,3,1,research scientist,3,married,4492.84,6302.83,1,desconocido,11,3,3,full time,0,,3,3,8,3,0,1990,29090.0,yes
32,no,,290.04,2,2,266,4,M,3,1,laboratory technician,4,,2342.59,6090.75,0,desconocido,13,3,3,part time,0,8,2,2,7,3,6,1991,28111.13,yes
38,no,travel_frequently,982.84,23,3,267,4,M,2,3,manufacturing director,3,,7938.33,20639.67,0,no,21,4,2,part time,0,,2,3,9,1,8,1985,95260.0,yes
36,no,travel_rarely,556.26,27,3,268,3,M,3,2,healthcare representative,3,,4492.84,11681.39,6,desconocido,13,3,2,part time,2,17,3,2,7,7,7,1987,53914.11,yes
42,no,,704.17,8,4,269,3,M,3,2,sales executive,2,,5687.5,14787.5,0,desconocido,11,,4,,1,10,2,3,9,4,2,1981,53914.11,no
31,no,,556.26,7,4,270,4,M,3,2,laboratory technician,4,divorced,4492.84,11681.39,3,no,22,4,4,part time,1,,3,2,7,1,7,1992,53914.11,no
31,no,travel_rarely,456.44,8,4,271,3,F,3,2,manufacturing director,4,single,3686.67,9585.33,1,no,23,4,4,part time,0,11,2,3,11,1,8,1992,44240.0,no
51,no,,561.37,21,4,272,3,M,3,2,sales executive,4,,4534.17,11788.83,0,desconocido,22,4,4,,0,11,2,1,10,1,0,1972,53914.11,yes
34,yes,travel_frequently,626.68,7,3,273,1,M,1,2,laboratory technician,3,,5061.67,13160.33,1,yes,24,4,4,full time,0,9,3,,9,0,6,1989,60740.0,yes
36,no,,1032.49,11,2,274,2,F,3,3,sales executive,4,,8339.32,21682.23,0,no,14,3,3,part time,1,10,6,3,9,2,8,1987,100071.84,no
30,no,travel_frequently,290.04,23,3,275,1,M,1,1,research scientist,3,divorced,2342.59,6090.75,1,no,25,4,3,part time,3,,2,2,10,0,9,1993,28111.13,no
33,no,non-travel,634.11,12,2,276,12,M,3,2,sales executive,2,married,4492.84,13316.33,0,desconocido,13,3,1,full time,1,,2,4,7,0,7,1990,61460.0,yes
31,yes,,636.79,6,4,277,2,M,1,2,sales executive,3,married,5143.33,13372.67,4,desconocido,18,3,2,full time,0,,3,2,7,7,7,1992,61720.0,no
41,no,travel_rarely,1032.49,23,1,278,3,M,3,3,sales executive,3,divorced,8339.32,21682.23,3,yes,13,3,3,part time,1,,2,3,9,0,7,1982,100071.84,no
26,no,travel_rarely,290.04,25,1,279,3,F,3,1,human resources,3,,2342.59,6090.75,1,desconocido,23,4,4,,1,8,3,3,8,5,7,1997,53914.11,yes
32,no,,481.62,9,2,280,4,M,1,2,sales executive,4,divorced,4492.84,10114.0,0,no,17,3,4,part time,3,,2,4,8,0,7,1991,46680.0,yes
40,no,travel_frequently,578.29,26,3,281,2,F,3,2,research scientist,2,divorced,4670.83,12144.17,1,no,11,3,1,full time,1,20,2,3,20,2,13,1983,56050.0,no
53,no,travel_rarely,556.26,6,2,282,2,M,3,2,sales representative,3,,4492.84,11681.39,2,yes,20,4,4,part time,1,13,3,1,7,4,5,1970,53914.11,yes
29,no,non-travel,445.61,1,1,283,4,M,3,2,manufacturing director,3,married,3599.17,9357.83,1,desconocido,13,3,1,part time,1,10,1,3,10,0,9,1994,43190.0,no
36,no,travel_frequently,290.04,3,2,284,4,M,3,1,laboratory technician,2,,4492.84,6090.75,4,no,12,,3,part time,0,13,3,2,8,7,2,1987,28111.13,yes
33,no,travel_rarely,290.04,14,3,285,4,F,3,1,research scientist,2,,2342.59,6090.75,1,desconocido,13,3,4,part time,1,8,5,3,8,1,6,1990,28111.13,yes
51,no,travel_rarely,1582.77,3,3,286,4,F,3,4,healthcare representative,2,single,4492.84,33238.2,3,desconocido,18,3,3,full time,0,,6,3,7,1,0,1972,153407.07,no
27,no,travel_rarely,290.04,9,3,287,4,F,3,1,research scientist,2,single,2342.59,6090.75,1,no,16,3,4,part time,0,,2,2,7,0,3,1996,28111.13,no
37,no,,367.71,21,3,288,2,M,4,1,research scientist,1,,2970.0,7722.0,1,yes,12,3,1,full time,1,,3,2,8,1,7,1986,35640.0,yes
38,no,,645.98,29,3,289,4,M,3,2,manufacturing director,4,married,5217.5,13565.5,3,no,18,3,1,full time,1,9,3,1,7,1,7,1985,62610.0,yes
49,no,non-travel,702.0,18,4,290,4,M,3,2,manufacturing director,4,divorced,5670.0,14742.0,1,yes,15,3,1,full time,2,7,0,3,7,1,7,1974,68040.0,no
27,no,,556.26,20,3,291,4,F,3,2,sales executive,3,single,4492.84,11681.39,1,desconocido,14,3,4,part time,0,7,2,3,7,0,7,1996,53914.11,no
45,no,,1032.49,6,3,292,4,F,2,3,sales executive,4,single,8339.32,21682.23,6,desconocido,12,3,4,part time,0,23,2,3,19,12,8,1978,100071.84,yes
35,no,,1032.49,1,3,293,3,F,3,3,sales executive,3,single,4492.84,21682.23,1,no,14,3,1,part time,0,10,3,4,10,0,8,1988,100071.84,yes
33,yes,travel_rarely,290.04,2,2,294,1,F,3,1,laboratory technician,1,,4492.84,6090.75,7,no,20,,1,part time,0,13,3,4,9,1,7,1990,28111.13,yes
52,no,,1973.98,2,4,295,1,M,2,5,manager,3,,15943.72,41453.67,1,yes,18,3,4,full time,0,33,2,4,33,15,12,1971,191324.62,yes
40,no,,2005.3,2,2,296,1,M,3,5,research director,3,,16196.67,42111.33,0,no,19,3,4,full time,1,,5,3,21,3,9,1983,194360.0,yes
38,no,non-travel,556.26,2,2,297,4,M,2,2,sales executive,4,,4492.84,11681.39,3,no,18,3,4,part time,1,13,0,3,8,7,5,1985,53914.11,yes
46,no,,1582.77,27,3,298,27,F,1,4,manager,2,married,12783.92,33238.2,3,yes,12,3,2,full time,1,28,2,2,7,7,7,1977,153407.07,no
45,no,travel_rarely,1582.77,20,2,299,3,M,3,4,healthcare representative,4,married,12783.92,33238.2,0,yes,14,3,2,,0,21,2,3,20,4,10,1978,153407.07,yes
47,yes,non-travel,1032.49,10,4,300,1,M,3,3,manager,2,married,8339.32,21682.23,1,desconocido,12,3,4,,1,,2,2,10,9,9,1976,53914.11,yes
35,no,,1032.49,22,3,301,2,F,4,3,manager,2,divorced,4492.84,21682.23,7,desconocido,18,,2,part time,1,10,6,2,7,6,2,1988,100071.84,no
29,no,travel_frequently,556.26,2,2,302,2,M,3,2,sales executive,4,single,4492.84,11681.39,1,desconocido,18,3,1,part time,0,,3,,10,0,9,1994,53914.11,yes
55,no,travel_rarely,556.26,20,2,303,2,M,3,2,laboratory technician,4,married,4492.84,11681.39,3,desconocido,19,,4,part time,1,12,4,3,10,0,8,1968,53914.11,yes
26,yes,travel_rarely,601.3,45,4,304,4,M,2,2,sales executive,4,single,4856.67,12627.33,1,desconocido,12,3,2,,0,,0,,8,7,4,1997,53914.11,yes
31,no,travel_rarely,556.26,7,3,305,2,M,4,2,sales executive,4,,4492.84,11681.39,4,desconocido,11,3,2,part time,1,10,3,2,8,7,7,1992,53914.11,yes
43,no,travel_frequently,253.29,10,4,306,3,F,3,1,laboratory technician,4,,4492.84,5319.17,0,no,19,3,1,part time,0,,5,3,8,1,7,1980,24550.0,yes
31,no,travel_rarely,556.26,13,3,307,4,M,3,2,sales executive,4,,4492.84,11681.39,4,desconocido,12,3,4,part time,3,13,3,3,7,1,7,1992,53914.11,yes
32,no,,521.55,2,4,308,1,F,4,2,research scientist,4,single,4492.84,10952.5,7,desconocido,16,3,3,part time,0,,0,2,7,0,7,1991,50550.0,yes
33,no,,483.06,10,3,309,2,M,2,2,sales executive,4,,3901.67,10144.33,3,no,14,3,3,,0,,6,2,7,0,1,1990,53914.11,no
43,no,travel_frequently,542.39,10,4,310,3,F,2,2,laboratory technician,3,divorced,4492.84,11390.17,1,no,11,,2,part time,1,9,3,4,9,0,0,1980,52570.0,no
29,yes,travel_rarely,218.63,8,4,311,2,M,1,1,laboratory technician,1,,1765.83,4591.17,1,desconocido,11,3,4,,0,7,4,2,7,0,7,1994,53914.11,no
27,no,,556.26,8,4,312,2,F,3,2,sales executive,2,,4492.84,11681.39,1,no,18,3,1,part time,1,8,3,3,8,0,7,1996,53914.11,no
29,no,travel_rarely,556.26,10,1,313,4,F,2,2,sales executive,2,divorced,4492.84,11681.39,1,yes,14,3,1,part time,2,7,2,3,7,1,7,1994,53914.11,no
37,no,,616.37,6,3,314,3,M,4,2,research scientist,1,divorced,4978.33,12943.67,4,desconocido,13,3,1,full time,2,13,2,3,7,6,7,1986,59740.0,no
26,no,travel_rarely,556.26,1,3,315,3,M,3,2,sales executive,3,,4492.84,11681.39,1,desconocido,17,3,2,part time,1,,3,3,8,7,7,1997,53914.11,yes
40,no,travel_rarely,290.04,10,4,316,4,F,4,1,laboratory technician,3,married,2342.59,6090.75,3,yes,13,3,3,,1,,3,3,7,1,7,1983,53914.11,yes
41,yes,,556.26,4,3,317,1,M,3,2,sales executive,2,,4492.84,11681.39,1,no,18,3,3,part time,0,8,5,3,8,7,7,1982,53914.11,no
51,no,travel_rarely,556.26,14,2,318,3,F,3,2,sales executive,4,,4492.84,11681.39,4,no,11,3,3,,1,18,2,2,7,0,7,1972,53914.11,yes
37,no,,313.03,14,3,319,4,F,3,1,laboratory technician,1,,4492.84,6573.67,1,no,12,3,3,full time,1,,2,2,18,12,17,1986,30340.0,no
56,no,,1363.14,6,3,320,3,F,4,4,sales executive,1,married,11010.0,28626.0,9,no,11,3,4,,3,36,0,2,7,7,7,1967,53914.11,yes
41,no,travel_rarely,865.84,1,3,321,2,M,4,3,sales executive,1,married,4492.84,18182.67,1,desconocido,16,3,3,part time,1,10,2,3,10,0,7,1982,83920.0,yes
46,no,,556.26,18,3,322,3,F,3,2,manufacturing director,3,,4492.84,11681.39,2,no,14,3,3,part time,1,19,5,2,10,0,8,1977,53914.11,no
30,no,non-travel,290.04,2,3,323,3,F,3,1,laboratory technician,4,single,4492.84,6090.75,0,desconocido,14,3,3,part time,0,12,2,2,11,6,7,1993,28111.13,no
35,no,travel_rarely,1032.49,16,3,324,4,M,3,3,healthcare representative,3,,8339.32,21682.23,4,yes,12,3,3,part time,0,10,2,3,8,0,0,1988,100071.84,no
48,no,travel_rarely,417.96,2,5,325,2,F,3,2,sales executive,4,married,3375.83,8777.17,2,no,14,3,1,part time,1,14,2,3,9,6,7,1975,40510.0,yes
45,no,travel_rarely,495.75,2,3,326,4,M,3,2,sales executive,2,,4004.17,10410.83,0,no,19,3,2,part time,1,,3,4,8,3,7,1978,48050.0,yes
